,Serial,Name,IMEI,Item,Time,Price,CGST,SGST,Round Off,Total
205,76407,Motala Reddy,862024057969138,Redmi 4GB Note 9 128GB,26-10-2020,13500,1215.0,1215.0,0.0,15930.0
206,70386,Mukku Raju,867936046727027,Redmi 4GB 128GB 9i,26-10-2020,9300,837.0,837.0,-4.0,10974.0
207,61236,Nira Pal,863349042649779,Redmi 3GB 64GB 8A Dual,26-10-2020,9000,810.0,810.0,0.0,10620.0
208,52823,Murugappa Dutta,864391040072595,Redmi 4GB Note 9 128GB,26-10-2020,13500,1215.0,1215.0,0.0,15930.0
209,77340,Rajaraman Chopra,862024059187879,Redmi 4GB Note 9 128GB,26-10-2020,13500,1215.0,1215.0,0.0,15930.0
210,52331,Sankrant Chatterjee,862024058506731,Redmi 4GB Note 9 128GB,26-10-2020,13500,1215.0,1215.0,0.0,15930.0
211,50247,Satyavrat Bhakto,863118048672477,Redmi 4GB Note 9 Pro 128GB,26-10-2020,16000,1440.0,1440.0,0.0,18880.0
212,79893,Nema Lobo,867936046646086,Redmi 4GB 128GB 9i,26-10-2020,9300,837.0,837.0,-4.0,10974.0
213,67645,Godambe Rao,864391040163279,Redmi 4GB Note 9 128GB,26-10-2020,13500,1215.0,1215.0,0.0,15930.0
214,79533,Ghosal Mukopadhyay,868448041125933,Redmi 64GB Note 9 Pro Max 6GB,27-10-2020,17000,1530.0,1530.0,0.0,20060.0
215,79850,Pahad Rangan,868448044592493,Redmi 64GB Note 9 Pro Max 6GB,27-10-2020,17000,1530.0,1530.0,0.0,20060.0
216,58272,Mohanty Khan,865528052767070,Redmi 64GB Note 9 Pro Max 6GB,28-10-2020,17000,1530.0,1530.0,0.0,20060.0
217,72764,Pritish Tenzin,868448044666719,Redmi 64GB Note 9 Pro Max 6GB,28-10-2020,17000,1530.0,1530.0,0.0,20060.0
218,79962,Lanka Barua,862024059238219,Redmi 4GB Note 9 128GB,28-10-2020,13500,1215.0,1215.0,0.0,15930.0
219,69977,Pritish Gupta,862024057982834,Redmi 4GB Note 9 128GB,28-10-2020,13500,1215.0,1215.0,0.0,15930.0
220,72042,Suri Bhatnagar,862024058432797,Redmi 4GB Note 9 128GB,28-10-2020,13500,1215.0,1215.0,0.0,15930.0
221,76868,Prudvi Jayaraman,862024057355452,Redmi 4GB Note 9 128GB,28-10-2020,13500,1215.0,1215.0,0.0,15930.0
222,62802,Pallavan Modi,862024058039279,Redmi 4GB Note 9 128GB,28-10-2020,13500,1215.0,1215.0,0.0,15930.0
223,51679,Girsh Patel,862024059252913,Redmi 4GB Note 9 128GB,28-10-2020,13500,1215.0,1215.0,0.0,15930.0
224,69741,Lokesh Yadav,864391040111757,Redmi 4GB Note 9 128GB,28-10-2020,13500,1215.0,1215.0,0.0,15930.0
225,57586,Nema Namgyal,865528054807411,Redmi 64GB Note 9 Pro Max 6GB,30-10-2020,17000,1530.0,1530.0,0.0,20060.0
226,64057,Shalaby Saxena,868269041882913,Redmi 4GB 64GB Note 8,30-10-2020,12500,1125.0,1125.0,0.0,14750.0
227,63103,Venkatasubramaniam Pillai,861258044196667,Redmi 4GB 64GB Note 9,30-10-2020,12000,1080.0,1080.0,0.0,14160.0
228,73823,Oruganti Sisodiya,865650052178627,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
229,77153,Shreekant Namgyal,865650052125883,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
230,52458,Mainak Naidu,865650052178825,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
231,79667,Sathyanarayana Patel,865650052126063,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
232,57547,Utpat Dutta,865650052130669,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
233,52059,Shamshaard Dasgupta,865650052166267,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
234,72074,Sadaram Banerjee,865650052289622,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
235,58653,Neelam Chavan,865650052175664,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
236,61431,Srivastav Bhanushali,865650052181621,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
237,77280,Yavatkar Varma,865650052121809,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
238,61046,Chengelpet Saxena,865650052179989,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
239,62175,Pavi Rao,865650052166986,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
240,70598,Vedula Das,865650052281702,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
241,73693,Sowrirajan Chowdary,865650052276769,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
242,64461,Rasiah Dasgupta,865650052292287,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
243,53394,Moidu Yangkey,865650052178809,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
244,58663,Kallakuri Rangarajan,865650052285042,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
245,66648,More Patil,865650052129422,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
246,71992,Mallika Chauhan,862228050288277,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
247,56664,Chellappan Khando,862228050300254,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
248,51233,Sukarman Barua,865650052177165,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
249,66286,Santharam Guha,862228050303993,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
250,67250,Mayekar Khando,865650052176761,Redmi 9A 3GB 32GB,02-11-2020,7500,675.0,675.0,0.0,8850.0
251,52080,Dhruba Metok,862228050325012,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
252,53383,Srivastava Patil,862228050305394,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
253,57131,Koritala Basu,862228050266034,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
254,67078,Sornam Guha,862228050314818,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
255,79607,Sahar Lhamo,862228050306715,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
256,65565,Sorabhjee Patel,862543049915073,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
257,57123,Gurijala Pillai,862228050305717,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
258,77681,Badesha Amin,862228050301591,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
259,79462,Kothari Modi,862543044289912,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
260,65123,Premkumar Bhanushali,862543044437834,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
261,55806,Gorawala Balasubramanium,862543044324230,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
262,67940,Choughoy Banerjee,862228050327034,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
263,77518,Rupali Rodrigues,862543044410476,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
264,74854,Ujjwala Basu,862543044453377,Redmi 4GB 64GB 9,02-11-2020,9000,810.0,810.0,0.0,10620.0
265,60879,Praveenkumar Namgyal,862851050484982,Redmi 9A 32GB 2GB,03-11-2020,7000,630.0,630.0,0.0,8260.0
266,50616,Prudvi Tsomo,865650050028600,Redmi 9A 3GB 32GB,03-11-2020,7500,675.0,675.0,0.0,8850.0
267,69523,Musunur Patel,865650050054143,Redmi 9A 3GB 32GB,03-11-2020,7500,675.0,675.0,0.0,8850.0
268,73218,Parnika Powar,865650050112461,Redmi 9A 3GB 32GB,03-11-2020,7500,675.0,675.0,0.0,8850.0
269,72004,Joardar Bose,865650050056007,Redmi 9A 3GB 32GB,03-11-2020,7500,675.0,675.0,0.0,8850.0
270,78911,Shailendra Tsomo,865650050047923,Redmi 9A 3GB 32GB,03-11-2020,7500,675.0,675.0,0.0,8850.0
271,72215,Venu Chari,865650050120589,Redmi 9A 3GB 32GB,03-11-2020,7500,675.0,675.0,0.0,8850.0
272,66945,Ghemawat Mitra,865650050053905,Redmi 9A 3GB 32GB,03-11-2020,7500,675.0,675.0,0.0,8850.0
273,72190,Chandna Mitra,865650050026380,Redmi 9A 3GB 32GB,03-11-2020,7500,675.0,675.0,0.0,8850.0
274,77287,Pramsu Bhagawati,863118048735316,Redmi 4GB Note 9 Pro 128GB,03-11-2020,16000,1440.0,1440.0,0.0,18880.0
275,52455,Charan Mehra,865650050025903,Redmi 9A 3GB 32GB,03-11-2020,7500,675.0,675.0,0.0,8850.0
276,64973,Tendulkar Rodrigues,861614051218358,Redmi 32GB 2GB 8A Dual,03-11-2020,7500,675.0,675.0,0.0,8850.0
277,77881,Sahadev Kapur,862228050301294,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
278,75778,Nuguru Tsomo,862228050302052,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
279,73375,Sreevijayan Sen,862228050274715,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
280,74865,Gurijala Mistry,862228050173255,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
281,52285,Surendran Rangan,862228050278633,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
282,61624,Shaukat Sisodiya,861614051215776,Redmi 32GB 2GB 8A Dual,03-11-2020,7500,675.0,675.0,0.0,8850.0
283,67188,Suravinda Subramanium,862228050289358,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
284,53689,Omesh Gupta,861614051237291,Redmi 32GB 2GB 8A Dual,03-11-2020,7500,675.0,675.0,0.0,8850.0
285,77608,Chiba Barua,864334057232694,Redmi 32GB 2GB 8A Dual,03-11-2020,7500,675.0,675.0,0.0,8850.0
286,66519,Magesh Mukopadhyay,862228050219371,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
287,56667,Saru Sengupta,862228050297799,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
288,69119,Trisanu Mitra,864334057242354,Redmi 32GB 2GB 8A Dual,03-11-2020,7500,675.0,675.0,0.0,8850.0
289,68712,Naimish Paswan,862228050309776,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
290,78624,Ramanujam Banerjee,862228050293210,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
291,57047,Trisanu Mistry,862228050301278,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
292,75017,Sunanda Saxena,862228050246036,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
293,53593,Dinkar Jangchup,862228050268212,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
294,52318,Upender Shah,862228050326853,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
295,53388,Ramjee Chari,862228050282098,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
296,54927,Saeed Chattopadhyay,862228050293632,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
297,75732,Saru Mehta,862228050303597,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
298,56873,Bux Bhakto,862228050256118,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
299,72566,Kharbanda Lhamo,865650050047162,Redmi 9A 3GB 32GB,03-11-2020,7500,675.0,675.0,0.0,8850.0
300,63516,Oruganti Lobo,862543049025998,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
301,64953,Bipen Goswami,862228050284359,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
302,76364,Matanga Bhakta,862228050264377,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
303,75892,Moidu Malik,862228050311111,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
304,64742,Parul Yangkey,864264055170713,Redmi 3GB 64GB 8A Dual,03-11-2020,9000,810.0,810.0,0.0,10620.0
305,63332,Ratnasabapathi Patil,862228050303696,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
306,56032,Ramanuja Rabgyal,864264055784810,Redmi 3GB 64GB 8A Dual,03-11-2020,9000,810.0,810.0,0.0,10620.0
307,70183,Surapaneni Chowdary,864264055185158,Redmi 3GB 64GB 8A Dual,03-11-2020,9000,810.0,810.0,0.0,10620.0
308,62044,Nallamothu Pillai,862228050218654,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
309,63798,Goel Passang,862228050324817,Redmi 4GB 64GB 9,03-11-2020,9000,810.0,810.0,0.0,10620.0
310,72428,Malavika Mukopadhyay,862228050268196,Redmi 4GB 64GB 9,04-11-2020,9000,810.0,810.0,0.0,10620.0
311,57911,Shailendra Banerjee,865528052709072,Redmi 64GB Note 9 Pro Max 6GB,04-11-2020,17000,1530.0,1530.0,0.0,20060.0
312,77184,Gilab Gavde,863685059535090,Redmi 4GB 64GB 9,04-11-2020,9000,810.0,810.0,0.0,10620.0
313,72963,Chennapragada Mukopadhyay,865447044325618,Redmi 64GB Note 9 Pro Max 6GB,05-11-2020,17000,1530.0,1530.0,0.0,20060.0
314,55923,Yaksha Mehra,867476043192891,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
315,59935,Jaffrey Mukherjee,867476043006679,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
316,74268,Nirav Venkatesan,867476042916530,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
317,53144,Indrani Chatterjee,867476043201890,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
318,75384,Pashupathy Venkatesan,867476043264237,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
319,58240,Srini Patel,867476043275290,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
320,64449,Thukral Sisodiya,862851050266124,Redmi 9A 32GB 2GB,05-11-2020,7000,630.0,630.0,0.0,8260.0
321,70824,Barot Nair,867476043308018,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
322,55091,Tarpana Pema,867476043117179,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
323,66705,Murugappa Choudhary,867476043326358,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
324,51571,Mahabala Rao,867476043327455,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
325,73232,Venkateswaran Banerjee,867476043164411,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
326,66225,Neelakantachar Dasgupta,867476043254634,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
327,53846,Scindia Tenzin,867476043307457,Redmi 4GB 64GB 9,05-11-2020,9000,810.0,810.0,0.0,10620.0
328,60134,Savarna Tsundue,864334057251918,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
329,65182,Uttanka Gupta,861614052731557,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
330,78219,Venugopal Gupta,861614051263677,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
331,73980,Yogish Yadav,861614052691090,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
332,51611,Kulkarni Sengupta,861614051242713,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
333,51122,Chivukula Nair,861614052685431,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
334,76691,Vivekanand Balasubramanium,861614052726755,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
335,70876,Jimuta Patil,861614052716251,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
336,68361,Shail Sen,861614051001390,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
337,64820,Rajal Subramanium,861614052647019,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
338,71949,Chinmay Chowdary,861614052724990,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
339,64835,Sulagna Shah,861614051255459,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
340,51019,Sethuraman Dutta,861614051231930,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
341,62516,Raghuram Barua,861614051214654,Redmi 32GB 2GB 8A Dual,05-11-2020,7500,675.0,675.0,0.0,8850.0
342,73980,Sheba Mukherjee,864391045040936,Redmi 4GB 64GB Note 9,05-11-2020,12000,1080.0,1080.0,0.0,14160.0
343,56312,Mackherdhuj Subramanium,864391045066113,Redmi 4GB 64GB Note 9,05-11-2020,12000,1080.0,1080.0,0.0,14160.0
344,59254,Suthar Tsomo,864391045039011,Redmi 4GB 64GB Note 9,05-11-2020,12000,1080.0,1080.0,0.0,14160.0
345,55588,Motiwala Singh,864391045049796,Redmi 4GB 64GB Note 9,05-11-2020,12000,1080.0,1080.0,0.0,14160.0
346,61691,Muthukumarasamy Goswami,864391045042593,Redmi 4GB 64GB Note 9,05-11-2020,12000,1080.0,1080.0,0.0,14160.0
347,57922,Utpal Yangkey,864391045068192,Redmi 4GB 64GB Note 9,05-11-2020,12000,1080.0,1080.0,0.0,14160.0
348,75374,Sivaramakrishnan Balasubramanium,867473040317290,Redmi 3GB 64GB 8A Dual,06-11-2020,9000,810.0,810.0,0.0,10620.0
349,77623,Nadhamuni Tsundue,863349042797271,Redmi 3GB 64GB 8A Dual,06-11-2020,9000,810.0,810.0,0.0,10620.0
350,74254,Umrigar Malik,868448044629170,Redmi 64GB Note 9 Pro Max 6GB,06-11-2020,17000,1530.0,1530.0,0.0,20060.0
351,56799,Mohanty Chatterjee,864474046426732,Redmi 3GB 32GB 8A Dual,07-11-2020,8300,747.0,747.0,-4.0,9794.0
352,52664,Chinnappan Varma,862228053046417,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
353,50968,Siddhi Kapoor,862228053092494,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
354,71416,Thandray D Souza,862228052109570,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
355,57306,Purva Paswan,862228053092817,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
356,60481,Tendulkar Dhundup,862228053097717,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
357,60221,Ranganathan Singh,862228053111898,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
358,65206,Mukul Modi,862228053104513,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
359,64759,Saidullah Bose,862228053072553,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
360,52146,Rabinder Rodrigues,862228053104315,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
361,67424,Rupesh Kumar,862228052169814,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
362,76843,Nandy Verma,863685050238058,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
363,74939,Kenchammana Varma,862228053114132,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
364,67390,Mallick Mukherjee,862228053065292,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
365,68082,Perumbeti Mitra,862228053062133,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
366,57631,Saswata Passang,862228050331697,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
367,50957,Somasundara Singh,865650051871446,Redmi 9A 3GB 32GB,07-11-2020,7500,675.0,675.0,0.0,8850.0
368,64578,Chidamber Banerjee,865650051696587,Redmi 9A 3GB 32GB,07-11-2020,7500,675.0,675.0,0.0,8850.0
369,75095,Rathiea Singh,865650050050422,Redmi 9A 3GB 32GB,07-11-2020,7500,675.0,675.0,0.0,8850.0
370,79819,Omkar Rangarajan,865650051584189,Redmi 9A 3GB 32GB,07-11-2020,7500,675.0,675.0,0.0,8850.0
371,63291,Koritala Manjhi,865650051758668,Redmi 9A 3GB 32GB,07-11-2020,7500,675.0,675.0,0.0,8850.0
372,77179,Suman Kadam,865650051761084,Redmi 9A 3GB 32GB,07-11-2020,7500,675.0,675.0,0.0,8850.0
373,57894,Chirimar Rodrigues,865650050129184,Redmi 9A 3GB 32GB,07-11-2020,7500,675.0,675.0,0.0,8850.0
374,75806,Sulagna Ganguly,865650051688683,Redmi 9A 3GB 32GB,07-11-2020,7500,675.0,675.0,0.0,8850.0
375,63716,Ravikanth Bose,865650050112784,Redmi 9A 3GB 32GB,07-11-2020,7500,675.0,675.0,0.0,8850.0
376,52403,Kalirai Bose,865650050112644,Redmi 9A 3GB 32GB,07-11-2020,7500,675.0,675.0,0.0,8850.0
377,54072,Padmakant Mistry,867476043435514,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
378,77003,Manushi Raju,867476043492176,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
379,59790,Yaksha Bhanushali,867476043433790,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
380,54228,Sanzgiri Chatterjee,867476043338171,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
381,73091,Raviram Chattopadhyay,867476043434012,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
382,66479,Rege Khan,867476043433998,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
383,66267,Choughoy Pal,867476043506975,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
384,58632,Mandyam Singh,867476043498751,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
385,78481,Cheenu Sengupta,867476043431653,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
386,50719,Shiladitya Mehta,867476043501034,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
387,50019,Sangappa Parekh,867476043497076,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
388,75591,Padmesh Mehta,867476043510811,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
389,69113,Ubriani Rana,867476043349632,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
390,67507,Vootla Barua,867476043516438,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
391,61982,Kripa Tashi,867476043314214,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
392,75389,Rewari Chawda,867476043504137,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
393,78408,Venugopalan Wangchuk,867476043514151,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
394,66286,Nagpal Mukopadhyay,867476043080237,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
395,54060,Sukanya Subramanium,867476043352032,Redmi 4GB 64GB 9,07-11-2020,9000,810.0,810.0,0.0,10620.0
396,62195,Mudigonda Khando,867617052353235,Redmi 4GB 64GB 9i,07-11-2020,8300,747.0,747.0,-4.0,9794.0
397,50788,Murugappa Rao,867617052410852,Redmi 4GB 64GB 9i,07-11-2020,8300,747.0,747.0,-4.0,9794.0
398,79801,Sanghi Pillai,867617052463018,Redmi 4GB 64GB 9i,07-11-2020,8300,747.0,747.0,-4.0,9794.0
399,66558,Sankrant Yangkey,862851050455115,Redmi 9A 32GB 2GB,07-11-2020,7000,630.0,630.0,0.0,8260.0
400,62077,Sudhanshu Choudhary,867617052368654,Redmi 4GB 64GB 9i,07-11-2020,8300,747.0,747.0,-4.0,9794.0
401,60246,Panjwani Bose,867476043507296,Redmi 4GB 64GB 9,08-11-2020,9000,810.0,810.0,0.0,10620.0
402,51730,Boparai Bose,862228053124230,Redmi 4GB 64GB 9,08-11-2020,9000,810.0,810.0,0.0,10620.0
403,74059,Shreerang Verma,863118048824516,Redmi 4GB Note 9 Pro 128GB,08-11-2020,16000,1440.0,1440.0,0.0,18880.0
404,67508,Maitryi Kumar,862228053109199,Redmi 4GB 64GB 9,08-11-2020,9000,810.0,810.0,0.0,10620.0
405,52794,Nita Banerjee,864701050267416,8GB Pro Mi 128GB 10T,09-11-2020,40000,3600.0,3600.0,0.0,47200.0
406,59421,Savdeep Gain,865715044586953,Redmi 4GB 64GB Note 9 Pro,10-11-2020,14000,1260.0,1260.0,0.0,16520.0
407,66356,Chandrakala Banerjee,865715044574595,Redmi 4GB 64GB Note 9 Pro,10-11-2020,14000,1260.0,1260.0,0.0,16520.0
408,72471,Megana Rao,867476043491038,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
409,68500,Chawd Subramanium,867476043488554,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
410,75624,Behari Rodrigues,862543045939317,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
411,69447,Sudhanshu Shroff,862543045965171,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
412,52675,Innuganti Wangchuk,867476043491137,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
413,77548,Sapra Chattopadhyay,867476043246614,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
414,73521,Udayan Chopra,862543045962392,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
415,72742,Tapesh Balasubramanium,867476043325574,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
416,68359,Nageswar Gain,867476043251952,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
417,60056,Muthukaruppan Goswami,867476043504798,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
418,65905,Keshaw Raju,867476043498512,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
419,61051,Kalpna Rabten,867476043496912,Redmi 4GB 64GB 9,10-11-2020,9000,810.0,810.0,0.0,10620.0
